mouse_ens_id	mouse_gene_symbol	human_ens_id	human_gene_symbol	human_chromosome	human_gene_start_bp
ENSMUSG00000094560	Gm16522	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000073705	Apitd1	ENSG00000175279	CENPS	1	10430433
ENSMUSG00000041556	Fbxo2	ENSG00000116661	FBXO2	1	11637018
ENSMUSG00000046862	Pramef8	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000046862	Pramef8	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000046862	Pramef8	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000035201	B020004J07Rik	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000035201	B020004J07Rik	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000035201	B020004J07Rik	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000078504	Gm438	ENSG00000204518	AADACL4	1	12644547
ENSMUSG00000070616	Gm13040	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000070616	Gm13040	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000070616	Gm13040	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000070616	Gm13040	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000060373	Hnrnpc	ENSG00000179172	HNRNPCL1	1	12847377
ENSMUSG00000028974	Dffa	ENSG00000160049	DFFA	1	10456522
ENSMUSG00000073724	Pramel4	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000073724	Pramel4	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000073724	Pramel4	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000038330	C87499	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000038330	C87499	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000038330	C87499	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000073721	Gm13125	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000073721	Gm13125	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000073721	Gm13125	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000092073	Gm6205	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000092073	Gm6205	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000092073	Gm6205	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000025839	Pramel7	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000025839	Pramel7	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000025839	Pramel7	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000028971	Cort	ENSG00000241563	CORT	1	10450031
ENSMUSG00000078513	Gm13088	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000078513	Gm13088	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000078513	Gm13088	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000079424	Gm3259	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000079424	Gm3259	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000079424	Gm3259	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000079424	Gm3259	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000019055	Plod1	ENSG00000083444	PLOD1	1	11934205
ENSMUSG00000096576	Oog1	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000096576	Oog1	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000096576	Oog1	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000028989	Angptl7	ENSG00000171819	ANGPTL7	1	11189355
ENSMUSG00000025838	Pramel6	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000025838	Pramel6	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000025838	Pramel6	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000029451	Gm13103	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000029451	Gm13103	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000029451	Gm13103	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000029451	Gm13103	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000094405	Gm23143	ENSG00000199347	RNU5E-1	1	11908152
ENSMUSG00000041616	Nppa	ENSG00000175206	NPPA	1	11845709
ENSMUSG00000036749	Pramel5	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000036749	Pramel5	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000036749	Pramel5	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000029007	Agtrap	ENSG00000177674	AGTRAP	1	11736084
ENSMUSG00000096259	Gm3106	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000096259	Gm3106	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000096259	Gm3106	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000096276	Gm2042	ENSG00000116726	PRAMEF12	1	12773738
ENSMUSG00000096276	Gm2042	ENSG00000116721	PRAMEF1	1	12791397
ENSMUSG00000096276	Gm2042	ENSG00000239810	PRAMEF11	1	12824605
ENSMUSG00000096276	Gm2042	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000070609	Gm13177	ENSG00000204518	AADACL4	1	12644547
ENSMUSG00000096576	Oog1	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000096576	Oog1	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096576	Oog1	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000096576	Oog1	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000096576	Oog1	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000096576	Oog1	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000096576	Oog1	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000096576	Oog1	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096576	Oog1	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000078513	Gm13088	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000078513	Gm13088	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000078513	Gm13088	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000078513	Gm13088	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000078513	Gm13088	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000078513	Gm13088	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000078513	Gm13088	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000078513	Gm13088	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000078513	Gm13088	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000079424	Gm3259	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000079424	Gm3259	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000079424	Gm3259	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000079424	Gm3259	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000079424	Gm3259	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000079424	Gm3259	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000079424	Gm3259	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000079424	Gm3259	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000094275	Gm22290	ENSG00000207434	RNU6-1072P	1	12922554
ENSMUSG00000029451	Gm13103	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000029451	Gm13103	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000029451	Gm13103	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000029451	Gm13103	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000029451	Gm13103	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000029451	Gm13103	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000029451	Gm13103	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000029451	Gm13103	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000025838	Pramel6	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000025838	Pramel6	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000025838	Pramel6	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000025838	Pramel6	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000025838	Pramel6	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000025838	Pramel6	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000025838	Pramel6	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000025838	Pramel6	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000036749	Pramel5	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000036749	Pramel5	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000036749	Pramel5	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000036749	Pramel5	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000036749	Pramel5	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000036749	Pramel5	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000036749	Pramel5	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000036749	Pramel5	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096259	Gm3106	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000096259	Gm3106	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096259	Gm3106	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000096259	Gm3106	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000096259	Gm3106	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000096259	Gm3106	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000096259	Gm3106	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000096259	Gm3106	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096259	Gm3106	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000096276	Gm2042	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096276	Gm2042	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000096276	Gm2042	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000096276	Gm2042	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000096276	Gm2042	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000096276	Gm2042	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000096276	Gm2042	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096276	Gm2042	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000060373	Hnrnpc	ENSG00000277058	HNRNPCL3	1	13060869
ENSMUSG00000060373	Hnrnpc	ENSG00000275774	HNRNPCL2	1	13115488
ENSMUSG00000060373	Hnrnpc	ENSG00000179412	HNRNPCL4	1	13163914
ENSMUSG00000073724	Pramel4	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000073724	Pramel4	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000073724	Pramel4	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000073724	Pramel4	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000073724	Pramel4	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000073724	Pramel4	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000073724	Pramel4	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000073724	Pramel4	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000073724	Pramel4	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000038330	C87499	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000038330	C87499	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000038330	C87499	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000038330	C87499	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000038330	C87499	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000038330	C87499	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000038330	C87499	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000038330	C87499	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000073721	Gm13125	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000073721	Gm13125	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000073721	Gm13125	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000073721	Gm13125	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000073721	Gm13125	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000073721	Gm13125	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000073721	Gm13125	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000073721	Gm13125	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000073721	Gm13125	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000092073	Gm6205	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000092073	Gm6205	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000092073	Gm6205	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000092073	Gm6205	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000092073	Gm6205	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000092073	Gm6205	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000092073	Gm6205	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000092073	Gm6205	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000025839	Pramel7	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000025839	Pramel7	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000025839	Pramel7	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000025839	Pramel7	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000025839	Pramel7	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000025839	Pramel7	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000025839	Pramel7	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000025839	Pramel7	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000025839	Pramel7	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000037028	Gm12800	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000037028	Gm12800	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000037028	Gm12800	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000037028	Gm12800	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000037028	Gm12800	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000037028	Gm12800	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000037028	Gm12800	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000037028	Gm12800	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000070890	Gm12794	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000070890	Gm12794	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000070890	Gm12794	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000070890	Gm12794	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000070890	Gm12794	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000070890	Gm12794	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000070890	Gm12794	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000070890	Gm12794	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000070686	C87414	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000070686	C87414	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000070686	C87414	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000070686	C87414	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000070686	C87414	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000070686	C87414	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000070686	C87414	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000070686	C87414	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000070686	C87414	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000094560	Gm16522	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000094560	Gm16522	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000094560	Gm16522	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000094560	Gm16522	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000094560	Gm16522	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000094560	Gm16522	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000094560	Gm16522	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000094560	Gm16522	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096066	Gm10424	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096066	Gm10424	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000096066	Gm10424	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000096066	Gm10424	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000096066	Gm10424	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000096066	Gm10424	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000096066	Gm10424	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096066	Gm10424	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000070616	Gm13040	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000070616	Gm13040	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000070616	Gm13040	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000070616	Gm13040	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000070616	Gm13040	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000070616	Gm13040	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000070616	Gm13040	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000070616	Gm13040	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000046862	Pramef8	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000046862	Pramef8	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000046862	Pramef8	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000046862	Pramef8	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000046862	Pramef8	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000046862	Pramef8	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000046862	Pramef8	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000046862	Pramef8	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000046862	Pramef8	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000035201	B020004J07Rik	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000035201	B020004J07Rik	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000035201	B020004J07Rik	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000035201	B020004J07Rik	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000035201	B020004J07Rik	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000035201	B020004J07Rik	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000035201	B020004J07Rik	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000035201	B020004J07Rik	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000035201	B020004J07Rik	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000072813	E330014E10Rik	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000072813	E330014E10Rik	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000072813	E330014E10Rik	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000072813	E330014E10Rik	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000072813	E330014E10Rik	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000072813	E330014E10Rik	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000072813	E330014E10Rik	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000072813	E330014E10Rik	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000041805	Pramel1	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000041805	Pramel1	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000041805	Pramel1	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000041805	Pramel1	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000041805	Pramel1	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000041805	Pramel1	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000041805	Pramel1	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000041805	Pramel1	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000046262	C87977	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000046262	C87977	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000046262	C87977	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000046262	C87977	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000046262	C87977	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000046262	C87977	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000046262	C87977	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000046262	C87977	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000046262	C87977	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000070617	Gm13089	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000070617	Gm13089	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000070617	Gm13089	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000070617	Gm13089	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000070617	Gm13089	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000070617	Gm13089	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000070617	Gm13089	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000070617	Gm13089	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000070617	Gm13089	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000078625	Gm12789	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000078625	Gm12789	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000078625	Gm12789	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000078625	Gm12789	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000078625	Gm12789	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000078625	Gm12789	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000078625	Gm12789	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000078625	Gm12789	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000050810	Oog3	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000050810	Oog3	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000050810	Oog3	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000050810	Oog3	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000050810	Oog3	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000050810	Oog3	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000050810	Oog3	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000050810	Oog3	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000050810	Oog3	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000096139	Gm7978	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096139	Gm7978	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000096139	Gm7978	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000096139	Gm7978	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000096139	Gm7978	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000096139	Gm7978	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000096139	Gm7978	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096139	Gm7978	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000107392	NA	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000107392	NA	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000107392	NA	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000107392	NA	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000107392	NA	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000107392	NA	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000107392	NA	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000107392	NA	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000078508	Gm13128	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000078508	Gm13128	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000078508	Gm13128	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000078508	Gm13128	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000078508	Gm13128	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000078508	Gm13128	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000078508	Gm13128	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000078508	Gm13128	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000078508	Gm13128	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000070619	Gm13119	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000070619	Gm13119	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000070619	Gm13119	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000070619	Gm13119	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000070619	Gm13119	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000070619	Gm13119	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000070619	Gm13119	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000070619	Gm13119	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000096154	Gm13057	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096154	Gm13057	ENSG00000187545	PRAMEF10	1	12892896
ENSMUSG00000096154	Gm13057	ENSG00000204510	PRAMEF7	1	12916610
ENSMUSG00000096154	Gm13057	ENSG00000232423	PRAMEF6	1	12938472
ENSMUSG00000096154	Gm13057	ENSG00000274764	PRAMEF27	1	13049476
ENSMUSG00000096154	Gm13057	ENSG00000229571	PRAMEF25	1	13068677
ENSMUSG00000096154	Gm13057	ENSG00000280267	PRAMEF26	1	13148905
ENSMUSG00000096154	Gm13057	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000096044	Gm16427	ENSG00000120952	PRAMEF2	1	12857086
ENSMUSG00000096044	Gm16427	ENSG00000243073	PRAMEF4	1	12879212
ENSMUSG00000096044	Gm16427	ENSG00000187545	PRAMEF10	1	12892896
